filename,runIndex,vertices,triangulations,timeSeconds,peakMemoryBytes,memoryPerVertex,startTime,endTime,status
case_001.txt,1,9,46782,0.022752365,217088,24120.888889,2026-09-06 07:29:02,2026-09-06 07:29:02,completed
case_001.txt,2,9,46782,0.019088372,151552,16839.111111,2026-09-06 07:29:02,2026-09-06 07:29:03,completed
case_001.txt,3,9,46782,0.018834137,217088,24120.888889,2026-09-06 07:29:03,2026-09-06 07:29:03,completed
case_001.txt,4,9,46782,0.018894095,282624,31402.666667,2026-09-06 07:29:03,2026-09-06 07:29:03,completed
case_001.txt,5,9,46782,0.019012462,282624,31402.666667,2026-09-06 07:29:03,2026-09-06 07:29:03,completed
case_002.txt,1,14,661213332,207.750146473,217088,15506.285714,2026-09-06 07:29:03,2026-09-06 07:32:31,completed
case_002.txt,2,14,661213332,213.536086072,217088,15506.285714,2026-09-06 07:32:31,2026-09-06 07:36:05,completed
case_002.txt,3,14,661213332,208.694147432,278528,19894.857143,2026-09-06 07:36:05,2026-09-06 07:39:34,completed
case_002.txt,4,14,661213332,207.657358402,282624,20187.428571,2026-09-06 07:39:34,2026-09-06 07:43:01,completed
case_002.txt,5,14,661213332,212.405409296,282624,20187.428571,2026-09-06 07:43:01,2026-09-06 07:46:34,completed
case_003.txt,1,16,1136369606,360.010120416,0,0.000000,2026-09-06 07:46:34,2026-09-06 07:52:34,time_limit_exceeded
case_003.txt,2,16,1120063618,360.037793564,0,0.000000,2026-09-06 07:52:34,2026-09-06 07:58:34,time_limit_exceeded
case_003.txt,3,16,1116475923,360.050182449,0,0.000000,2026-09-06 07:58:34,2026-09-06 08:04:34,time_limit_exceeded
case_003.txt,4,16,1139725981,360.038281535,0,0.000000,2026-09-06 08:04:34,2026-09-06 08:10:34,time_limit_exceeded
case_003.txt,5,16,1136631623,360.031932079,0,0.000000,2026-09-06 08:10:34,2026-09-06 08:16:34,time_limit_exceeded
case_004.txt,1,19,1116967502,360.017055444,0,0.000000,2026-09-06 08:16:34,2026-09-06 08:22:34,time_limit_exceeded
case_004.txt,2,19,1111898464,360.045498884,0,0.000000,2026-09-06 08:22:34,2026-09-06 08:28:34,time_limit_exceeded
case_004.txt,3,19,1112729672,360.027178570,0,0.000000,2026-09-06 08:28:34,2026-09-06 08:34:34,time_limit_exceeded
